text,category,priority,sentiment
"serious issue, parking bahut zyada hai area me please fix asap",public,Normal,Negative
"please help, bijli fluctuation ho raha h near hospital bahut dikkat ho rahi h",electricity,Normal,Neutral
"bahut prblm h, pipeline tap se pani nahi aa raha near school",water,Normal,Neutral
"please help, road toot gayi hai market me jaldi solve kare",roads,Normal,Negative
"please help, noise log bahut shor kar rahe hai society me jaldi solve kare",public,Normal,Negative
pothole accident ka danger hai market me bahut dikkat ho rahi hai,roads,High,Negative
urgent: pothole kaam adhura hai near school bahut dikkat ho rahi hai,roads,High,Negative
road bahut kharab condition me hai colony me,roads,Normal,Negative
"bahut problem hai, waste area ganda hai main road pe jaldi solve kare",sanitation,Normal,Neutral
"bahut problem hai, transformer fluctuation ho raha hai near school immediate action needed",electricity,Normal,Neutral
parking control nahi ho raha near hospital bahut dikkat ho rahi hai,public,Normal,Negative
"bahut prblm h, street construction incomplete h society me bahut dikkat ho rahi h",roads,High,Negative
"bahut problem hai, water pipeline leak ho rahi hai colony me",water,High,Negative
"serious issue, nala nahi uthaya gaya near school bahut dikkat ho rahi h",sanitation,High,Negative
"please help, traffic log bahut shor kar rahe hai near school please fix asap",public,Normal,Neutral
"please help, electricity faat gaya market me please fix asap",electricity,Normal,Neutral
urgent: tap nahi aa raha near school immediate action needed,water,High,Negative
"bahut problem hai, dp shock lagne ka danger hai area me please fix asap",electricity,High,Negative
tap tap se pani nahi aa raha main road pe jaldi solve kare,water,Normal,Negative
"serious issue, water ganda pani aa raha h colony me",water,High,Negative
urgent: garbage bahut badbu aa rahi hai ghar ke paas please fix asap,sanitation,High,Negative
"bahut problem hai, supply tap se pani nahi aa raha near hospital immediate action needed",water,Normal,Neutral
transformer faat gaya colony me immediate action needed,electricity,Normal,Negative
"serious issue, kooda bahut badbu aa rahi hai near hospital",sanitation,High,Negative
complaint: noise disturbance create ho raha h main road pe bahut dikkat ho rahi h,public,Normal,Neutral
urgent: dp power failure ho gaya hai main road pe jaldi solve kare,electricity,High,Negative
complaint: street toot gayi hai near hospital immediate action needed,roads,Normal,Negative
"bahut problem hai, tap supply band hai society me please fix asap",water,Normal,Neutral
safai area ganda h ghar ke paas jaldi solve kare,sanitation,High,Negative
"bahut problem hai, jal tap se pani nahi aa raha market me jaldi solve kare",water,Normal,Negative
"serious issue, voltage faat gaya society me immediate action needed",electricity,High,Negative
"serious issue, noise traffic jam ho raha hai market me immediate action needed",public,Normal,Negative
"please help, kooda area ganda hai near hospital bahut dikkat ho rahi hai",sanitation,Normal,Negative
complaint: sadak toot gayi h society me immediate action needed,roads,Normal,Neutral
urgent: tap water issue hai ghar ke paas please fix asap,water,High,Negative
"bahut problem hai, construction kaam adhura hai colony me",roads,Normal,Negative
complaint: parking traffic jam ho raha hai near school immediate action needed,public,Normal,Neutral
"please help, sadak bade potholes hai colony me bahut dikkat ho rahi hai",roads,Normal,Neutral
"serious issue, light transformer kharab h colony me please fix asap",electricity,Normal,Negative
light faat gaya near hospital please fix asap,electricity,Normal,Neutral
"please help, parking log bahut shor kar rahe hai society me immediate action needed",public,Normal,Neutral
complaint: power fluctuation ho raha hai colony me,electricity,Normal,Negative
"serious issue, road bade potholes hai society me immediate action needed",roads,Normal,Negative
complaint: drain kachra jama hai colony me please fix asap,sanitation,Normal,Neutral
urgent: noise disturbance create ho raha hai market me,public,High,Negative
urgent: street road damage hai area me,roads,High,Negative
complaint: kooda drain block ho gaya hai near hospital immediate action needed,sanitation,Normal,Neutral
complaint: road bahut kharab condition me hai main road pe please fix asap,roads,Normal,Neutral
complaint: pipeline tap se pani nahi aa raha market me,water,Normal,Neutral
"serious issue, jal pressure bahut kam hai ghar ke paas please fix asap",water,Normal,Negative
light meter ka issue hai market me immediate action needed,electricity,Normal,Neutral
"serious issue, garbage cleaning nahi hui colony me",sanitation,Normal,Negative
"serious issue, pani pipeline leak ho rahi hai market me bahut dikkat ho rahi hai",water,Normal,Negative
"serious issue, parking bahut zyada hai ghar ke paas bahut dikkat ho rahi hai",public,Normal,Negative
"bahut problem hai, waste bahut badbu aa rahi hai area me jaldi solve kare",sanitation,Normal,Neutral
complaint: kooda nahi uthaya gaya near hospital,sanitation,Normal,Negative
"serious issue, electricity bar bar cut ho rahi hai near school please fix asap",electricity,High,Negative
urgent: safai bahut badbu aa rahi hai near school jaldi solve kare,sanitation,High,Negative
construction kaam adhura hai colony me,roads,Normal,Negative
"serious issue, nala nahi uthaya gaya near hospital",sanitation,Normal,Negative
"bahut prblm h, road accident ka danger h ghar ke paas jaldi solve kare",roads,High,Negative
nala drain block ho gaya hai area me immediate action needed,sanitation,Normal,Neutral
complaint: pani water issue h area me immediate action needed,water,Normal,Neutral
urgent: pipeline pipeline leak ho rahi hai society me bahut dikkat ho rahi hai,water,High,Negative
garbage drain block ho gaya hai near school jaldi solve kare,sanitation,Normal,Negative
crowd disturbance create ho raha hai colony me immediate action needed,public,High,Negative
"serious issue, pothole accident ka danger hai society me immediate action needed",roads,High,Negative
"bahut prblm h, meter bar bar cut ho rahi h near school please fix asap",electricity,Normal,Neutral
complaint: power faat gaya society me bahut dikkat ho rahi hai,electricity,Normal,Neutral
urgent: meter meter ka issue hai ghar ke paas,electricity,High,Negative
"serious issue, light shock lagne ka danger hai near hospital please fix asap",electricity,High,Negative
"serious issue, supply tap se pani nahi aa raha near school please fix asap",water,High,Negative
"bahut problem hai, sadak kaam adhura hai society me jaldi solve kare",roads,Normal,Negative
complaint: transformer transformer kharab hai near school please fix asap,electricity,Normal,Negative
"bahut problem hai, street accident ka danger hai near hospital immediate action needed",roads,High,Negative
"serious issue, transformer fluctuation ho raha h ghar ke paas jaldi solve kare",electricity,Normal,Negative
"please help, supply tap se pani nahi aa raha area me bahut dikkat ho rahi hai",water,Normal,Negative
complaint: garbage overflow ho raha hai near hospital immediate action needed,sanitation,Normal,Negative
jal pipeline leak ho rahi h area me bahut dikkat ho rahi h,water,Normal,Neutral
urgent: pothole road damage hai near hospital immediate action needed,roads,High,Negative
"bahut prblm h, road toot gayi h area me immediate action needed",roads,Normal,Neutral
road road damage hai ghar ke paas immediate action needed,roads,Normal,Neutral
urgent: traffic traffic jam ho raha hai area me please fix asap,public,High,Negative
drain overflow ho raha hai near hospital please fix asap,sanitation,Normal,Neutral
"serious issue, garbage bahut badbu aa rahi hai near school bahut dikkat ho rahi hai",sanitation,High,Negative
"bahut problem hai, sadak construction incomplete hai area me immediate action needed",roads,Normal,Neutral
urgent: sadak accident ka danger hai area me immediate action needed,roads,High,Negative
"please help, jal supply band hai main road pe jaldi solve kare",water,Normal,Neutral
"bahut problem hai, bijli current nahi aa raha main road pe immediate action needed",electricity,Normal,Negative
"please help, noise bahut zyada h ghar ke paas bahut dikkat ho rahi h",public,Normal,Negative
urgent: pipeline ganda pani aa raha hai near hospital please fix asap,water,High,Negative
"serious issue, traffic traffic jam ho raha h main road pe immediate action needed",public,High,Negative
waste drain block ho gaya h area me please fix asap,sanitation,Normal,Neutral
"serious issue, construction bade potholes hai main road pe",roads,High,Negative
"please help, pothole bade potholes hai market me jaldi solve kare",roads,Normal,Neutral
urgent: supply water issue hai main road pe please fix asap,water,High,Negative
complaint: pothole toot gayi hai market me immediate action needed,roads,Normal,Neutral
urgent: road bade potholes hai main road pe bahut dikkat ho rahi hai,roads,High,Negative
"please help, construction bahut kharab condition me hai area me bahut dikkat ho rahi hai",roads,Normal,Negative
urgent: power faat gaya near school bahut dikkat ho rahi hai,electricity,High,Negative
drain cleaning nahi hui near school please fix asap,sanitation,High,Negative
"serious issue, pothole bahut kharab condition me hai society me jaldi solve kare",roads,Normal,Negative
"serious issue, voltage fluctuation ho raha hai near school please fix asap",electricity,High,Negative
"please help, awaz illegal parking ho rahi hai society me bahut dikkat ho rahi hai",public,Normal,Neutral
pothole kaam adhura hai near hospital bahut dikkat ho rahi hai,roads,High,Negative
complaint: parking bahut zyada hai near school jaldi solve kare,public,Normal,Neutral
urgent: kooda overflow ho raha hai near hospital bahut dikkat ho rahi hai,sanitation,High,Negative
"serious issue, traffic illegal parking ho rahi hai market me bahut dikkat ho rahi hai",public,Normal,Negative
"please help, construction accident ka danger hai society me jaldi solve kare",roads,High,Negative
construction kaam adhura hai society me immediate action needed,roads,Normal,Neutral
urgent: kooda nahi uthaya gaya near hospital please fix asap,sanitation,High,Negative
urgent: pipeline ganda pani aa raha h society me please fix asap,water,High,Negative
"please help, pothole road damage hai colony me bahut dikkat ho rahi hai",roads,High,Negative
bijli current nahi aa raha colony me bahut dikkat ho rahi hai,electricity,Normal,Neutral
supply supply band hai ghar ke paas immediate action needed,water,Normal,Neutral
pani pressure bahut kam hai area me jaldi solve kare,water,Normal,Negative
complaint: garbage drain block ho gaya hai near school,sanitation,High,Negative
